Gene	mat_SRR364453	pat_SRR364453	pat_SRR364454	mat_SRR364454	mat_SRR415002	pat_SRR415002	pat_SRR415003	mat_SRR415003
AC216264.3_FG001	1	0	0	0	1	0	0	0
AC216731.3_FG001	1	0	0	0	1	0	0	0
AC216871.3_FG001	1	0	0	0	1	0	0	0
AC216871.3_FG004	0	23	1	18	0	21	1	18
AC216886.3_FG002	2	0	0	0	2	0	0	0
AC217050.4_FG001	1522	624	637	1300	1455	596	612	1250
AC217050.4_FG004	144	45	108	112	136	44	105	108
AC217050.4_FG006	1282	919	659	1487	1217	883	627	1443
AC217241.3_FG004	4	3	2	5	4	3	2	5
AC217264.3_FG005	466	299	274	615	450	292	255	596
AC217271.3_FG001	51	29	39	64	48	27	39	62
AC217300.3_FG004	0	129	124	0	0	122	121	0
AC217300.3_FG005	143	108	92	91	138	105	89	86
AC217358.3_FG003	119	21	59	35	113	20	57	32
AC217358.3_FG005	3716	2536	2090	5676	3546	2420	2001	5455
AC217358.3_FG007	1	2	0	1	1	2	0	1
AC217358.3_FG010	42	27	19	39	41	26	19	36
AC217358.3_FG011	2040	887	953	1491	1945	847	923	1443
AC217401.3_FG002	71	34	30	73	67	32	29	73
AC217401.3_FG003	96	126	63	263	96	123	59	252
AC217415.3_FG004	56	33	10	31	51	33	10	31
AC217499.3_FG001	771	343	342	709	724	330	317	676
AC217499.3_FG003	2	0	3	0	2	0	3	0
AC217550.3_FG006	1	0	2	1	1	0	2	1
AC217556.3_FG003	488	226	273	434	464	217	259	418
AC217811.3_FG003	2	0	5	1	2	0	5	1
AC217887.3_FG004	36	29	13	30	34	27	13	29
AC217887.3_FG005	384	257	218	524	358	250	204	496
AC217941.2_FG002	1	0	0	0	1	0	0	0
AC217947.4_FG002	15	17	8	27	15	17	8	27
AC217965.2_FG012	153	71	70	131	141	67	64	124
AC217977.3_FG003	252	134	182	268	240	131	171	252
AC218035.3_FG004	525	320	314	632	495	312	297	605
AC218093.3_FG005	2	0	0	0	2	0	0	0
AC218457.2_FG013	75	44	29	53	71	39	29	51
AC218900.3_FG001	21	6	7	13	21	6	7	13
AC218972.3_FG001	1506	848	939	2125	1426	797	908	2034
AC218972.3_FG002	6	0	2	1	5	0	2	1
AC218972.3_FG004	300	193	229	347	287	182	221	332
AC218972.3_FG007	2	1	2	1	2	1	2	1
AC218988.3_FG003	0	4	0	8	0	4	0	7
AC219006.2_FG006	110	43	57	98	106	41	55	96
AC219043.3_FG003	0	2	0	0	0	2	0	0
AC219156.3_FG002	118	0	41	5	112	0	40	5
AC219190.3_FG002	21	8	14	6	20	8	13	6
AC220954.3_FG005	1	0	0	0	1	0	0	0
AC225127.3_FG003	1	1	1	1	1	0	0	1
AC225147.4_FG003	32	6	16	17	30	6	16	16
AC225176.2_FG003	0	3	0	6	0	2	0	6
AC225185.3_FG004	443	214	256	574	430	197	243	558
AC225193.3_FG003	653	203	272	394	625	189	264	370
AC225193.3_FG004	112	48	79	136	106	48	75	132
AC225205.3_FG003	230	78	103	167	217	76	96	159
AC225345.3_FG009	1	0	0	8	1	0	0	8
AC225346.3_FG001	23	10	7	13	23	9	7	12
AC225359.3_FG006	14	6	5	11	12	6	4	10
AC225716.2_FG003	0	1	0	2	0	1	0	1
AC225790.2_FG003	1	1	0	4	1	1	0	4
AC226227.2_FG003	2	14	1	21	2	14	1	21
AC226227.2_FG005	1	1	1	2	1	1	1	2
AC226230.2_FG001	35	14	23	51	34	14	22	49
AC226235.2_FG001	2	0	3	0	2	0	1	0
AC226235.2_FG002	1688	703	1079	1711	1603	671	1030	1649
AC226235.2_FG003	78	24	23	38	72	23	22	38
AC226248.1_FG002	23	16	7	18	20	15	7	17
AC226373.2_FG009	0	2	0	2	0	2	0	2
AC226373.2_FG010	0	72	68	1	0	69	66	1
AC229993.1_FG009	3	2	2	12	3	2	2	12
AC230011.2_FG002	9	11	8	9	9	11	8	9
AC230013.2_FG002	25	12	10	22	23	12	10	22
AC230013.2_FG007	13342	6919	6194	12826	12746	6730	5957	12405
AC231180.2_FG006	254	77	51	46	239	72	47	45
AC231411.1_FG011	16	7	6	8	13	7	6	8
AC231425.1_FG006	1	0	0	0	1	0	0	0
AC231431.1_FG008	3	0	8	0	3	0	7	0
AC231745.1_FG003	135	199	68	437	127	193	66	418
AC231745.1_FG004	881	148	356	213	845	145	337	208
AC231747.1_FG001	1000	346	595	788	938	327	571	757
AC232238.2_FG005	1	0	0	0	1	0	0	0
AC232238.2_FG008	18	9	11	14	16	9	11	14
AC232393.1_FG009	32	7	15	20	30	6	15	18
AC233850.1_FG001	2	1	2	1	2	1	2	1
AC233850.1_FG002	406	501	98	472	395	470	97	450
AC233850.1_FG003	26	17	15	19	26	16	13	19
AC233851.1_FG009	34	21	19	54	31	20	18	52
AC233853.1_FG003	1	1	5	0	1	1	5	0
AC233861.1_FG001	11	1	3	0	10	1	3	0
AC233865.1_FG006	103	63	45	53	96	56	44	52
AC233866.1_FG006	9383	4510	5785	11429	8894	4274	5508	10902
AC233870.1_FG003	722	575	332	924	686	549	310	890
AC233870.1_FG004	27	20	21	40	25	19	20	39
AC233870.1_FG006	1318	590	738	1228	1245	561	698	1167
AC233882.1_FG005	2	0	0	0	2	0	0	0
AC233883.1_FG006	192	53	135	246	190	49	126	237
AC233885.1_FG001	2796	820	1581	1774	2664	782	1524	1696
AC233885.1_FG002	3	0	0	2	3	0	0	2
AC233887.1_FG005	0	3	4	6	0	3	4	4
AC233887.1_FG006	1377	380	637	849	1319	365	616	810
AC233892.1_FG001	31	14	15	40	29	14	15	39
AC233893.1_FG002	58	30	22	62	57	28	19	57
AC233893.1_FG006	9	0	12	0	9	0	11	0
AC233894.1_FG005	75	34	57	106	67	31	51	100
AC233898.1_FG003	92	32	20	20	91	31	20	18
AC233898.1_FG004	4	0	0	4	3	0	0	2
AC233899.1_FG002	131	26	30	47	127	26	27	44
AC233899.1_FG004	2	4	1	3	2	4	1	3
AC233899.1_FG005	2	20	4	32	2	20	3	31
AC233901.1_FG004	6	0	2	1	6	0	1	1
AC233901.1_FG005	276	74	150	155	264	72	143	148
AC233901.1_FG010	48	26	31	33	46	25	29	33
AC233910.1_FG002	26	17	9	45	24	15	9	44
AC233922.1_FG004	240	109	126	149	234	106	119	142
AC233922.1_FG005	1117	745	942	781	1055	726	913	757
AC233939.1_FG004	3	23	0	10	3	23	0	9
AC233942.1_FG001	164	55	71	89	162	54	66	86
AC233952.1_FG006	272	100	165	211	259	93	155	205
AC233952.1_FG008	156	81	66	135	147	78	61	130
AC233955.1_FG008	24	11	13	27	24	10	12	26
AC233955.1_FG009	3	0	3	0	3	0	3	0
AC233960.1_FG003	1	0	0	0	1	0	0	0
AC233961.1_FG001	111	531	195	338	107	510	188	327
AC233967.1_FG001	388	156	197	246	369	151	188	236
AC233967.1_FG002	0	1	0	2	0	1	0	2
AC233979.1_FG006	362	190	254	539	334	178	241	512
AC233979.1_FG011	1	0	1	0	1	0	1	0
AC234152.1_FG002	4	0	1	1	4	0	1	1
AC234152.1_FG005	9	5	5	4	8	5	5	4
AC234154.1_FG007	130	92	91	114	123	91	91	109
AC234154.1_FG008	176	44	89	94	160	43	88	90
AC234156.1_FG005	873	602	402	1003	816	574	385	961
AC234157.1_FG002	113	65	30	78	103	64	29	74
AC234157.1_FG003	5	1	6	6	5	1	6	6
AC234160.1_FG003	48	4	25	0	46	4	23	0
AC234164.1_FG004	24	10	18	35	23	9	17	34
AC234171.1_FG003	49	13	17	34	49	13	17	33
AC234175.1_FG010	197	72	129	150	191	67	126	145
AC234183.1_FG002	196	128	81	242	187	118	78	230
AC234185.1_FG006	1	0	0	3	1	0	0	3
AC234187.1_FG003	1	0	0	0	1	0	0	0
AC234199.1_FG003	15	13	16	12	13	13	15	12
AC234515.1_FG003	146	197	184	433	137	190	179	417
AC234520.1_FG003	1	0	3	3	1	0	3	3
AC234520.1_FG005	668	321	415	514	643	304	395	498
AC234521.1_FG004	4	1	4	1	4	1	4	1
AC234524.1_FG005	36	11	12	12	35	10	12	12
AC234526.1_FG005	5	1	0	6	5	1	0	5
AC234528.1_FG001	191	3	70	4	183	3	67	4
AC234528.1_FG004	106	99	59	221	98	90	54	212
AC234528.1_FG005	4318	2274	2353	4281	4123	2170	2241	4079
AC235534.1_FG007	10	9	15	17	10	7	14	17
AC235535.1_FG001	871	505	488	1016	831	481	477	976
AC235541.1_FG002	39	25	23	43	39	25	22	41
AC235543.1_FG002	10	1	13	1	8	1	13	1
AC235543.1_FG003	183	135	74	162	181	130	69	158
AC235544.1_FG002	15	8	10	25	15	8	9	23
AC235544.1_FG004	523	192	247	390	495	184	238	368
AC235544.1_FG006	0	4	0	10	0	4	0	8
AC235546.1_FG001	325	210	160	300	306	200	152	286
AC235547.1_FG005	85	42	46	93	77	41	45	91
AF466202.2_FG008	15	11	8	14	13	11	7	13
AF546187.1_FG007	4698	2763	1515	5656	4882	2858	1514	5673
AF546187.1_FG009	11	1	13	2	10	1	12	2
AF546187.1_FG011	1	1	0	0	1	1	0	0
AF546187.1_FG012	23	11	13	16	21	11	13	15
AF546188.1_FG001	1071	692	516	2058	1034	674	497	1999
AF546188.1_FG005	1021	1	2486	15	1019	0	2447	15
AY530952.1_FG001	3	0	6	2	3	0	6	2
AY542798.1_FG003	457	115	267	288	435	104	254	273
EF517601.1_FG010	45	11	20	22	44	11	19	19
EF517601.1_FG012	2020	1451	1304	3506	1931	1369	1265	3362
EF517601.1_FG015	32	11	17	21	30	11	16	18
EF517601.1_FG023	0	1	0	1	0	1	0	0
EF517601.1_FG025	37	8	6	10	36	7	6	10
GRMZM2G000014	211	90	96	200	204	88	92	191
GRMZM2G000035	1	0	0	0	1	0	0	0
GRMZM2G000039	615	287	374	608	587	271	359	585
GRMZM2G000044	2	0	1	0	2	0	1	0
GRMZM2G000052	27	27	17	36	25	27	15	35
GRMZM2G000071	0	3	0	7	0	3	0	7
GRMZM2G000076	6	1	2	3	5	1	2	3
GRMZM2G000093	120	45	112	188	116	44	106	179
GRMZM2G000158	128	22	29	49	119	22	29	47
GRMZM2G000171	282	274	184	496	267	262	170	475
GRMZM2G000209	5	0	1	0	4	0	1	0
GRMZM2G000219	12	0	2	4	12	0	2	3
GRMZM2G000231	32	55	38	111	31	53	37	104
GRMZM2G000236	42	25	226	362	42	25	216	343
GRMZM2G000245	463	541	281	1175	446	515	267	1135
GRMZM2G000254	5	4	13	9	4	4	13	9
GRMZM2G000261	1	26	1	45	1	25	1	44
GRMZM2G000268	36	1	11	0	34	1	11	0
GRMZM2G000271	3	0	4	0	3	0	4	0
GRMZM2G000278	2179	1090	1037	2271	2062	1032	991	2165
GRMZM2G000280	90	322	70	905	88	315	67	872
GRMZM2G000281	0	112	3	179	0	107	3	171
GRMZM2G000288	18	0	12	0	18	0	11	0
GRMZM2G000292	23	69	9	164	19	63	9	161
GRMZM2G000339	115	123	71	214	110	120	68	207
GRMZM2G000361	672	251	662	300	634	242	638	286
GRMZM2G000371	12	7	10	15	11	6	10	14
GRMZM2G000380	7	5	1	21	7	5	1	21
GRMZM2G000397	1533	2369	568	3282	1451	2254	547	3120
GRMZM2G000404	0	181	128	0	0	180	121	0
GRMZM2G000451	25	11	26	35	23	9	25	33
GRMZM2G000453	45	2	27	8	43	2	26	8
GRMZM2G000481	577	85	243	186	550	82	232	181
GRMZM2G000483	1	8	0	31	1	8	0	30
GRMZM2G000489	88	5	33	16	85	5	31	16
GRMZM2G000510	1432	938	851	1525	1379	910	825	1456
GRMZM2G000531	3965	1868	1971	3315	3787	1785	1896	3176
GRMZM2G000536	1	0	0	0	1	0	0	0
GRMZM2G000540	735	304	448	685	705	291	428	655
GRMZM2G000566	39	0	22	4	38	0	21	3
GRMZM2G000576	7	10	3	10	7	9	3	9
GRMZM2G000581	120	39	94	67	109	39	89	66
GRMZM2G000587	25	67	125	140	23	64	119	131
GRMZM2G000593	101	38	29	57	96	35	28	53
GRMZM2G000601	3	0	0	0	3	0	0	0
GRMZM2G000614	36	29	25	69	36	28	23	65
GRMZM2G000615	366	231	201	525	345	221	188	503
GRMZM2G000620	19	4	4	0	19	4	4	0
GRMZM2G000633	4	8	8	13	3	8	7	12
GRMZM2G000650	1	0	0	2	1	0	0	2
GRMZM2G000660	4	1	10	1	4	1	10	1
GRMZM2G000665	1	0	2	3	1	0	2	2
GRMZM2G000670	0	1	0	1	0	1	0	1
GRMZM2G000674	38	25	16	44	36	25	16	43
GRMZM2G000686	904	587	347	772	867	572	333	743
GRMZM2G000710	928	403	501	926	890	381	487	887
GRMZM2G000718	417	297	249	779	398	282	241	749
GRMZM2G000741	1564	685	683	1131	1482	660	654	1093
GRMZM2G000749	25	3	11	11	22	3	10	11
GRMZM2G000777	515	244	241	430	486	234	233	413
GRMZM2G000812	1	1	0	1	1	1	0	1
GRMZM2G000816	16	1	0	1	15	1	0	1
GRMZM2G000823	1570	749	988	1731	1497	720	940	1672
GRMZM2G000842	4	0	0	1	4	0	0	1
GRMZM2G000874	58	0	53	0	56	0	48	0
GRMZM2G000909	125	43	73	101	119	42	72	96
GRMZM2G000923	6696	3340	3964	6587	6381	3227	3803	6348
GRMZM2G000932	1	7	3	12	1	6	3	11
GRMZM2G000937	171	37	82	72	161	36	80	66
GRMZM2G000964	11	23	12	66	10	22	12	63
GRMZM2G000973	189	27	95	100	177	26	94	99
GRMZM2G000976	167	91	98	183	159	88	91	177
GRMZM2G000980	1052	535	584	1207	1003	511	555	1146
GRMZM2G001024	960	205	443	476	910	194	429	450
GRMZM2G001033	231	152	157	330	225	143	154	315
GRMZM2G001048	175	65	122	122	168	64	117	117
GRMZM2G001079	20	12	5	34	20	11	5	32
GRMZM2G001088	996	781	487	1501	948	745	468	1442
GRMZM2G001097	45	12	21	8	43	12	20	8
GRMZM2G001114	117	44	91	140	110	43	90	137
GRMZM2G001116	8	4	2	8	8	3	1	8
GRMZM2G001160	84	40	56	62	81	37	56	62
GRMZM2G001169	69	55	44	137	66	51	41	133
GRMZM2G001191	937	405	588	758	886	392	557	724
GRMZM2G001221	771	669	248	872	748	641	244	838
GRMZM2G001223	7	0	0	1	7	0	0	1
GRMZM2G001241	16	4	0	0	16	4	0	0
GRMZM2G001243	8	2	5	1	8	2	5	1
GRMZM2G001255	0	1	0	0	0	1	0	0
GRMZM2G001272	542	211	251	433	512	195	242	414
GRMZM2G001288	12	0	2	0	12	0	2	0
GRMZM2G001289	52	16	26	45	50	13	24	45
GRMZM2G001296	185	132	197	133	182	127	191	123
GRMZM2G001297	452	269	174	371	429	256	162	359
GRMZM2G001304	106	64	98	202	101	63	93	197
GRMZM2G001327	2518	2012	1460	4156	2391	1928	1401	3978
GRMZM2G001363	4	2	2	1	4	2	2	1
GRMZM2G001415	1053	356	701	743	996	343	669	714
GRMZM2G001421	1228	680	403	768	1171	648	388	739
GRMZM2G001447	0	2	0	4	0	2	0	3
GRMZM2G001451	7	11	7	1	6	11	7	1
GRMZM2G001454	133	34	67	80	130	34	66	77
GRMZM2G001457	41	62	42	162	38	58	41	155
GRMZM2G001466	3	2	2	0	3	2	2	0
GRMZM2G001500	857	394	562	970	817	376	538	920
GRMZM2G001508	1	0	5	0	1	0	4	0
GRMZM2G001514	37	23	44	80	35	22	44	79
GRMZM2G001524	0	2	0	2	0	2	0	2
GRMZM2G001541	252	121	84	231	240	114	83	223
GRMZM2G001592	44	40	43	78	40	39	41	74
GRMZM2G001606	192	170	129	358	185	162	121	340
GRMZM2G001631	127	114	88	151	121	108	78	138
GRMZM2G001639	667	236	368	588	641	226	356	563
GRMZM2G001645	1345	484	1012	1370	1275	459	972	1321
GRMZM2G001648	9	0	0	0	8	0	0	0
GRMZM2G001652	174	126	100	179	164	123	94	172
GRMZM2G001661	6	28	8	55	6	28	8	51
GRMZM2G001663	31	30	20	50	30	29	20	49
GRMZM2G001668	1184	625	619	1087	1127	596	591	1041
GRMZM2G001696	34	56	15	78	34	54	14	71
GRMZM2G001724	163	118	104	189	156	111	98	176
GRMZM2G001755	6	1	2	2	6	1	2	2
GRMZM2G001764	1	0	0	0	1	0	0	0
GRMZM2G001772	5	1	0	1	5	1	0	1
GRMZM2G001777	248	38	128	70	241	37	122	69
GRMZM2G001805	465	122	224	191	454	119	216	186
GRMZM2G001820	363	237	181	489	341	229	177	467
GRMZM2G001824	1	0	0	0	1	0	0	0
GRMZM2G001850	1215	633	611	1164	1153	607	581	1121
GRMZM2G001853	42	20	9	17	41	18	9	15
GRMZM2G001869	524	264	230	446	493	255	214	432
GRMZM2G001887	800	636	597	111	753	600	577	106
GRMZM2G001895	166	88	97	193	157	85	96	183
GRMZM2G001904	18	5	5	5	17	4	5	5
GRMZM2G001905	85	196	41	413	82	187	39	399
GRMZM2G001915	2	6	6	7	2	6	6	7
GRMZM2G001930	181	31	72	57	172	30	69	51
GRMZM2G001934	577	187	353	375	545	175	335	361
GRMZM2G001938	0	1	0	0	0	1	0	0
GRMZM2G001956	33	30	11	29	31	29	11	28
GRMZM2G001981	1	0	0	0	1	0	0	0
GRMZM2G001991	18	2	6	2	18	2	5	2
GRMZM2G002002	182	104	98	221	174	96	91	214
GRMZM2G002023	4084	2023	1992	4299	3870	1942	1908	4137
GRMZM2G002034	2	0	0	3	1	0	0	3
GRMZM2G002100	4	177	198	4	4	171	191	4
GRMZM2G002115	112	45	54	103	106	43	52	101
GRMZM2G002121	109	37	65	70	104	33	62	68
GRMZM2G002124	53	66	28	100	52	65	27	93
GRMZM2G002128	19	26	23	76	19	25	22	73
GRMZM2G002130	514	266	374	527	491	250	358	512
GRMZM2G002131	482	126	245	300	455	119	237	279
GRMZM2G002165	2	12	8	7	2	11	7	7
GRMZM2G002173	1	0	3	2	1	0	3	2
GRMZM2G002220	5250	1670	2589	3227	5009	1594	2492	3105
GRMZM2G002240	175	0	94	0	165	0	90	0
GRMZM2G002276	291	166	173	368	277	158	167	351
GRMZM2G002280	0	1	0	2	0	1	0	2
GRMZM2G002286	18	15	12	17	17	12	12	17
GRMZM2G002361	172	126	79	214	165	122	77	208
GRMZM2G002391	114	43	44	75	103	42	44	74
GRMZM2G002396	3	1	14	14	3	1	13	14
GRMZM2G002416	138	96	104	203	132	92	99	197
GRMZM2G002420	18	10	21	35	16	10	20	34
GRMZM2G002427	181	98	101	145	170	95	98	141
GRMZM2G002430	6	0	1	0	6	0	1	0
GRMZM2G002440	75	36	52	67	70	33	48	64
GRMZM2G002473	5	0	0	0	5	0	0	0
GRMZM2G002492	6	2	2	2	6	2	2	2
GRMZM2G002499	13	7	11	18	12	7	11	18
GRMZM2G002555	1	0	0	0	1	0	0	0
GRMZM2G002559	15	5	3	17	14	4	2	17
GRMZM2G002630	32282	9079	11184	11070	30982	8753	10692	10560
GRMZM2G002642	570	268	300	434	541	254	284	421
GRMZM2G002652	7	2	13	6	7	2	13	6
GRMZM2G002656	1	0	0	0	1	0	0	0
GRMZM2G002704	0	1	0	0	0	1	0	0
GRMZM2G002754	48	52	20	76	47	51	18	76
GRMZM2G002756	33	21	18	19	32	20	18	19
GRMZM2G002765	117	65	105	106	111	59	97	101
GRMZM2G002805	19	1	8	3	18	1	8	3
GRMZM2G002825	1356	922	681	1875	1271	880	648	1783
GRMZM2G002828	2089	1159	1201	1888	1957	1091	1137	1793
GRMZM2G002830	72	53	79	181	70	53	73	174
GRMZM2G002851	15	6	6	25	12	6	5	25
GRMZM2G002858	217	42	58	63	209	40	52	59
GRMZM2G002859	476	255	241	403	460	240	234	391
GRMZM2G002863	5	8	2	12	5	6	2	11
GRMZM2G002874	658	342	340	484	630	325	332	461
GRMZM2G002879	193	45	88	67	189	44	87	64
GRMZM2G002894	49	25	13	32	47	23	12	32
GRMZM2G002898	2104	1020	1024	1981	1993	971	986	1902
GRMZM2G002903	364	245	206	451	349	233	194	433
GRMZM2G002910	141	114	98	112	134	110	95	106
GRMZM2G002915	9	1	4	1	7	1	4	1
GRMZM2G002921	37	1	46	11	37	1	45	11
GRMZM2G002948	11	6	6	20	10	6	4	18
GRMZM2G002959	786	506	389	1142	758	484	375	1088
GRMZM2G002961	2	0	3	3	2	0	3	3
GRMZM2G002993	19	10	23	37	17	10	21	36
GRMZM2G002999	257	77	127	164	254	74	124	161
GRMZM2G003022	387	236	194	394	370	227	186	383
GRMZM2G003033	260	69	154	179	252	67	144	172
GRMZM2G003038	1156	621	735	958	1098	583	703	910
GRMZM2G003043	188	314	96	446	181	304	93	434
GRMZM2G003064	51	25	28	51	50	25	26	49
GRMZM2G003068	332	204	207	283	314	194	200	272
GRMZM2G003076	95	44	78	66	88	43	76	65
GRMZM2G003090	24	13	13	6	24	13	13	6
GRMZM2G003108	761	699	483	1322	726	665	465	1269
GRMZM2G003109	0	1	1	18	0	1	1	18
GRMZM2G003157	164	97	60	114	155	94	57	110
GRMZM2G003172	290	116	116	149	279	110	112	141
GRMZM2G003179	44	5	59	23	42	4	58	23
GRMZM2G003186	0	2	0	4	0	2	0	4
GRMZM2G003190	1174	739	551	1070	1125	709	523	1034
GRMZM2G003246	0	3	0	3	0	3	0	3
GRMZM2G003252	111	63	46	81	105	57	46	77
GRMZM2G003289	8	2	7	4	8	2	7	4
GRMZM2G003304	3	17	12	7	3	16	12	7
GRMZM2G003306	5064	1921	3646	5884	4804	1848	3516	5656
GRMZM2G003331	130	197	90	411	124	189	88	394
GRMZM2G003342	374	47	191	81	352	47	182	75
GRMZM2G003354	329	169	142	314	303	161	137	304
GRMZM2G003377	221	127	128	245	206	119	125	233
GRMZM2G003379	271	80	139	188	262	72	135	181
GRMZM2G003384	4940	822	2524	1812	4704	774	2407	1744
GRMZM2G003389	32	6	15	6	31	5	14	5
GRMZM2G003409	306	185	1264	2083	286	175	1206	1981
GRMZM2G003411	10	9	9	37	8	9	9	36
GRMZM2G003424	26	2	14	0	23	2	13	0
GRMZM2G003489	1	1	0	2	1	1	0	2
GRMZM2G003493	4	0	4	1	4	0	4	1
GRMZM2G003506	2	0	0	7	2	0	0	7
GRMZM2G003509	317	171	150	422	309	163	144	415
GRMZM2G003518	5	0	4	9	5	0	4	9
GRMZM2G003520	60	36	37	90	57	35	33	88
GRMZM2G003526	0	1	0	0	0	1	0	0
GRMZM2G003530	86	23	77	87	82	23	74	83
GRMZM2G003565	40	14	7	18	39	14	7	18
GRMZM2G003595	63	35	47	37	59	34	45	36
GRMZM2G003607	119	67	134	172	108	65	128	166
GRMZM2G003635	213	232	114	436	207	220	110	415
GRMZM2G003640	1367	279	722	410	1289	255	694	394
GRMZM2G003642	1124	400	577	853	1068	380	553	822
GRMZM2G003656	632	354	327	486	605	333	317	472
GRMZM2G003662	3	1	8	4	3	1	8	4
GRMZM2G003663	76	31	29	80	75	28	29	76
GRMZM2G003679	1	0	0	1	1	0	0	1
GRMZM2G003682	50	9	26	23	47	8	25	22
GRMZM2G003692	88	45	28	64	80	42	25	60
GRMZM2G003724	123	59	65	154	117	55	64	151
GRMZM2G003725	115	93	87	221	109	89	84	213
GRMZM2G003732	527	235	326	722	499	226	305	696
GRMZM2G003734	55	53	45	78	51	51	42	77
GRMZM2G003738	1	1	1	1	0	1	1	1
GRMZM2G003742	30	15	21	59	29	15	20	57
GRMZM2G003750	7	16	10	75	7	16	10	72
GRMZM2G003752	2705	674	1713	1436	2585	634	1633	1387
GRMZM2G003754	18	16	19	31	18	16	19	29
GRMZM2G003762	13678	8175	6588	15620	13846	8231	6704	15779
GRMZM2G003765	1367	400	553	585	1294	380	535	541
GRMZM2G003769	36	6	12	5	32	6	11	4
GRMZM2G003775	17	35	7	47	15	33	7	47
GRMZM2G003784	7	1	0	0	7	1	0	0
GRMZM2G003789	1385	1291	462	1103	1341	1237	450	1060
GRMZM2G003796	31	16	39	55	28	13	38	54
GRMZM2G003814	123	70	65	144	118	67	63	141
GRMZM2G003821	5	0	1	3	5	0	1	3
GRMZM2G003835	63	126	20	260	60	115	20	256
GRMZM2G003853	1235	677	697	1315	1190	644	673	1277
GRMZM2G003861	79	59	69	104	72	56	63	102
GRMZM2G003875	232	142	124	272	214	137	118	256
GRMZM2G003883	360	227	412	754	340	220	399	726
GRMZM2G003897	920	264	586	646	878	255	567	621
GRMZM2G003909	355	0	7	76	349	0	7	75
GRMZM2G003930	14	4	10	3	13	3	10	2
GRMZM2G003937	11	9	3	17	10	9	3	16
GRMZM2G003947	151	42	54	77	149	42	54	72
GRMZM2G003963	311	137	154	213	298	131	146	201
GRMZM2G003970	28	0	32	14	25	0	29	13
GRMZM2G003979	409	302	196	546	390	290	189	517
GRMZM2G003984	1	0	1	1	1	0	1	1
GRMZM2G003988	1321	406	784	779	1269	385	754	740
GRMZM2G003992	739	257	360	528	703	249	351	504
GRMZM2G004006	46	1	16	1	45	1	15	1
GRMZM2G004012	1	0	0	0	1	0	0	0
GRMZM2G004023	495	157	268	396	466	146	258	380
GRMZM2G004057	5	1	4	9	5	1	3	8
GRMZM2G004060	1	0	0	0	1	0	0	0
GRMZM2G004079	37	6	13	13	35	6	11	13
GRMZM2G004087	101	29	60	58	98	26	58	56
GRMZM2G004090	21	0	25	0	20	0	24	0
GRMZM2G004092	1408	807	883	1803	1334	774	850	1715
GRMZM2G004111	826	385	490	778	795	364	469	742
GRMZM2G004128	16	0	14	2	15	0	14	2
GRMZM2G004131	211	148	96	336	198	145	90	319
GRMZM2G004138	499	109	211	188	474	102	201	185
GRMZM2G004140	385	161	192	262	367	153	185	249
GRMZM2G004160	24	66	18	236	23	62	17	222
GRMZM2G004172	90	0	57	2	87	0	51	2
GRMZM2G004180	1	0	2	4	1	0	2	4
GRMZM2G004182	558	285	256	469	526	270	245	443
GRMZM2G004183	968	350	494	818	931	341	473	795
GRMZM2G004188	455	264	247	478	439	243	237	459
GRMZM2G004222	35	1	10	13	32	1	10	12
GRMZM2G004259	97	88	53	115	91	85	53	109
GRMZM2G004301	441	218	260	433	406	211	245	412
GRMZM2G004305	64	0	32	0	63	0	32	0
GRMZM2G004334	3	3	0	0	3	3	0	0
GRMZM2G004349	25	3	22	9	24	3	22	9
GRMZM2G004352	18	39	6	30	17	38	6	28
GRMZM2G004356	521	284	290	641	490	268	279	614
GRMZM2G004377	658	318	474	668	630	306	460	647
GRMZM2G004382	15171	8246	8019	13517	14407	7869	7686	12973
GRMZM2G004397	730	479	393	1076	701	452	372	1021
GRMZM2G004412	19	108	14	307	18	101	14	295
GRMZM2G004414	184	75	93	141	178	74	89	137
GRMZM2G004422	413	196	173	364	386	184	168	346
GRMZM2G004440	1	1	0	1	1	1	0	1
GRMZM2G004445	172	253	117	585	165	243	105	564
GRMZM2G004455	272	86	164	255	260	82	160	248
GRMZM2G004459	1812	1385	989	2610	1735	1315	946	2520
GRMZM2G004466	24	11	19	32	22	10	19	30
GRMZM2G004468	5	7	5	7	5	7	5	7
GRMZM2G004475	1210	317	624	529	1164	299	604	504
GRMZM2G004500	4	0	0	0	4	0	0	0
GRMZM2G004511	27	1	2	23	26	1	2	22
GRMZM2G004519	6	7	9	13	5	6	9	13
GRMZM2G004523	4	16	5	25	3	15	5	22
GRMZM2G004528	716	333	342	793	679	319	329	759
GRMZM2G004531	160	116	109	211	156	110	109	203
GRMZM2G004534	432	429	267	1108	404	411	254	1063
GRMZM2G004582	1	0	0	1	1	0	0	1
GRMZM2G004583	48	29	23	54	47	28	23	54
GRMZM2G004590	4785	1356	2269	2345	4591	1289	2173	2259
GRMZM2G004592	170	87	79	159	159	80	76	152
GRMZM2G004619	192	71	92	156	184	68	88	150
GRMZM2G004653	15	0	0	0	13	0	0	0
GRMZM2G004683	4	2	0	5	4	2	0	5
GRMZM2G004696	911	218	456	366	870	203	436	346
GRMZM2G004699	5	0	0	0	5	0	0	0
GRMZM2G004703	0	5	1	11	0	5	1	10
GRMZM2G004709	28	24	16	30	27	24	15	30
