Gene	mat_SRR068962	pat_SRR068962	mat_SRR068963	pat_SRR068963	mat_SRR068964	pat_SRR068964	mat_SRR068968	pat_SRR068968	mat_SRR068969	pat_SRR068969	mat_SRR068970	pat_SRR068970	mat_SRR068971	pat_SRR068971	mat_SRR068972	pat_SRR068972	mat_SRR068973	pat_SRR068973	mat_SRR068974	pat_SRR068974	pat_SRR068984	mat_SRR068984	pat_SRR068985	mat_SRR068985	pat_SRR068986	mat_SRR068986	pat_SRR068987	mat_SRR068987	pat_SRR068988	mat_SRR068988	pat_SRR068989	mat_SRR068989	pat_SRR068990	mat_SRR068990
AT3G44020	2	0	2	0	1	1	1	5	4	4	3	2	4	5	7	3	8	3	11	2	1	5	2	3	1	6	4	4	4	2	0	3	2	3
AT3G44042	1	0	1	0	2	0	16	0	13	0	8	0	9	1	7	1	5	0	4	0	0	1	0	1	1	3	1	4	0	2	1	6	0	5
AT3G44050	5	0	8	0	9	2	13	5	14	10	16	12	21	3	9	11	14	7	11	5	1	9	5	14	8	6	20	26	14	23	18	15	13	20
AT3G44060	2	3	0	1	3	0	2	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	2	0	0	1	0	0	1	0	0	1
AT3G44070	0	7	0	9	0	12	0	15	0	29	0	21	0	26	1	21	1	11	0	24	1	24	0	35	1	30	0	74	0	68	0	57	0	50
AT3G44100	6	2	19	1	10	4	201	18	240	21	228	25	290	37	246	26	267	23	208	21	71	37	79	44	89	38	86	68	78	76	62	69	86	66
AT3G44110	7	3	0	1	12	1	31	9	28	13	27	9	35	14	41	9	34	5	29	7	16	26	11	30	10	30	9	26	2	27	7	30	12	22
AT3G44150	7	1	11	0	6	1	4	10	12	7	7	7	5	2	9	3	4	1	5	4	2	15	7	19	14	16	1	9	3	5	2	9	1	7
AT3G44190	3	2	7	1	8	4	71	50	100	65	90	63	82	47	72	46	57	28	59	31	35	173	47	265	39	240	39	291	42	279	28	266	31	256
AT3G44205	1	0	1	0	1	0	13	2	11	1	10	1	24	3	21	2	15	4	19	5	2	4	5	4	4	4	5	11	6	10	7	12	13	12
AT3G44260	14	4	6	5	15	6	899	380	1111	478	1139	431	1809	513	1439	456	1445	448	1398	425	267	572	309	724	333	726	872	4130	602	3207	660	3319	641	3377
AT3G44300	32	11	33	13	40	8	72	45	108	55	84	27	51	40	39	25	36	33	44	31	30	58	49	70	48	85	38	69	33	63	36	59	30	64
AT3G44310	2	0	4	1	2	1	48	26	64	36	63	43	103	47	74	34	68	38	72	44	31	46	15	43	27	45	59	109	68	141	70	136	72	136
AT3G44330	9	1	14	12	13	7	26	21	21	22	21	28	31	23	34	14	27	19	35	16	13	29	8	29	5	26	25	78	20	61	18	65	18	69
AT3G44340	53	27	67	29	56	19	76	41	90	47	107	42	195	53	141	40	165	45	140	35	51	85	49	111	55	113	53	223	69	172	72	183	79	163
AT3G44370	1	0	0	0	0	0	0	1	1	1	0	2	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0
AT3G44380	3	2	0	0	1	0	6	2	6	6	7	2	5	2	5	5	7	2	4	1	2	5	1	5	2	5	9	18	8	8	4	13	4	4
AT3G44400	0	2	0	2	0	2	0	10	2	12	1	11	2	16	3	14	5	15	2	20	3	18	0	23	1	22	1	66	0	66	2	64	2	62
AT3G44460	20	9	19	12	17	13	348	207	475	266	475	255	1102	612	964	489	857	511	968	504	134	583	170	679	172	728	240	843	170	668	173	655	177	617
AT3G44480	3	1	2	0	1	0	7	0	8	1	8	0	17	2	19	1	11	0	7	3	1	0	1	1	3	0	7	6	9	7	4	5	4	5
AT3G44530	1	1	1	0	1	0	1	0	0	0	2	1	2	1	0	0	2	2	7	0	0	1	1	1	0	0	1	4	4	3	0	3	1	1
AT3G44590	2	4	7	8	5	2	27	27	26	33	29	47	8	8	9	2	10	1	12	4	8	42	6	30	11	34	5	11	2	10	5	11	4	7
AT3G44600	2	2	3	1	3	1	7	4	6	2	11	2	21	0	10	5	12	5	10	3	7	5	4	2	4	5	2	17	5	15	7	21	4	14
AT3G44610	1	2	4	0	6	0	19	10	28	7	22	6	51	16	56	14	41	7	42	6	3	36	2	41	2	42	9	107	4	103	6	93	10	111
AT3G44620	1	0	0	0	0	0	3	0	2	0	2	2	4	0	3	0	2	1	4	0	3	0	2	0	2	1	0	3	0	1	1	3	3	3
AT3G44670	1	0	2	0	0	0	2	0	0	0	0	0	15	2	8	3	5	2	9	3	0	0	0	0	0	0	1	2	2	4	3	6	1	5
AT3G44713	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G44720	2	1	2	0	2	0	168	26	188	39	203	34	342	43	343	35	322	45	278	28	9	167	14	225	10	227	11	474	7	294	5	287	7	304
AT3G44735	0	1	1	1	1	0	17	3	22	5	22	5	47	15	35	7	47	18	47	21	4	5	13	8	8	12	22	19	36	33	36	33	39	30
AT3G44740	1	0	1	0	2	0	6	0	5	0	5	0	14	0	9	0	2	0	5	1	0	0	1	1	3	0	4	1	3	0	2	1	6	4
AT3G44765	2	0	3	0	3	0	3	0	4	1	5	2	10	0	8	0	3	0	5	0	2	2	1	1	2	1	2	1	5	5	2	0	3	4
AT3G44770	13	5	11	5	6	8	33	10	39	14	43	8	32	21	26	13	23	12	23	15	16	18	24	31	30	22	28	20	30	25	32	21	29	25
AT3G44790	0	4	0	4	0	1	0	3	1	11	1	6	1	7	2	5	0	5	1	7	1	20	0	21	1	20	0	35	2	39	2	33	1	31
AT3G44798	2	0	0	0	2	0	12	0	21	0	12	1	63	3	43	3	49	0	41	0	1	1	2	1	2	0	14	2	20	5	9	2	25	2
AT3G44800	0	2	0	0	0	0	2	0	2	0	2	0	7	2	3	2	2	1	5	2	0	2	1	1	0	1	3	9	4	3	4	1	2	0
AT3G44820	1	1	1	2	4	3	16	3	11	10	16	9	51	25	30	21	36	12	34	10	8	9	5	23	8	17	11	40	8	40	9	49	12	46
AT3G44830	5	6	6	6	11	11	22	20	24	36	17	33	18	21	13	23	12	16	15	21	20	78	15	110	22	138	10	65	8	54	15	48	6	58
AT3G44850	3	1	1	1	1	1	4	1	2	1	0	0	29	4	13	1	21	3	16	1	0	2	2	1	1	1	4	17	4	17	4	15	5	14
AT3G44890	10	6	6	5	10	9	56	54	83	60	58	59	68	50	54	48	67	41	62	44	22	52	37	84	26	75	43	123	49	84	39	114	41	106
AT3G45010	185	53	215	38	192	48	448	121	537	161	552	127	838	141	640	113	604	104	636	122	270	298	372	397	381	386	320	477	291	406	280	405	301	467
AT3G45020	2	0	2	2	1	1	20	16	20	14	21	16	44	20	32	14	39	13	16	14	13	22	14	31	18	31	27	46	30	72	35	55	25	55
AT3G45030	3	0	2	0	6	0	17	5	19	7	25	12	15	7	13	5	14	2	10	4	5	12	12	9	6	16	4	15	6	18	12	15	13	12
AT3G45040	0	1	0	2	1	0	6	1	17	6	13	5	5	2	5	3	8	1	5	1	8	12	2	17	14	18	2	5	5	11	3	9	1	4
AT3G45090	5	4	4	4	6	7	25	19	33	16	27	16	48	9	46	13	26	18	31	12	42	22	58	23	66	25	38	42	44	44	28	32	37	50
AT3G45095	1	5	0	4	0	5	0	20	0	20	3	17	0	11	1	5	0	5	0	9	0	15	0	25	0	27	0	12	0	16	2	8	0	24
AT3G45130	17	2	19	7	16	6	45	15	59	17	65	12	62	36	42	23	41	29	52	24	22	29	39	43	37	47	19	31	15	18	16	21	16	20
AT3G45190	19	5	21	7	12	8	143	55	202	75	205	93	250	81	198	54	164	75	175	52	59	117	76	186	94	182	103	312	109	320	119	336	126	335
AT3G45210	0	1	1	0	0	1	0	0	2	0	2	1	4	0	0	1	0	1	2	0	0	0	2	2	3	0	1	0	1	1	0	0	1	0
AT3G45230	2	0	2	4	1	0	7	0	3	5	4	8	16	0	11	0	13	3	9	2	0	10	1	14	1	15	1	4	0	4	1	12	0	4
AT3G45242	4	1	5	1	7	2	31	12	37	11	36	12	70	10	46	8	67	12	51	10	16	26	15	31	18	33	22	64	18	53	23	72	19	56
AT3G45300	2	1	1	0	3	4	43	16	55	12	61	9	104	13	73	11	60	11	72	6	13	18	19	35	23	28	27	38	33	50	30	45	41	51
AT3G45390	0	1	0	2	0	1	0	5	0	4	1	3	1	10	0	7	0	7	0	3	0	9	0	7	0	8	0	12	0	14	0	21	0	16
AT3G45400	2	4	4	3	1	6	12	9	16	4	11	9	24	5	23	6	13	4	19	6	4	16	7	10	5	9	17	31	10	30	6	28	9	25
AT3G45410	0	1	0	0	0	0	0	1	0	0	0	1	1	1	3	3	1	2	1	0	0	0	1	2	0	3	0	0	1	2	0	2	1	4
AT3G45420	2	0	0	0	1	0	1	0	1	0	0	0	3	0	2	0	5	1	1	0	3	1	0	1	1	0	0	0	0	0	0	0	1	2
AT3G45440	1	0	0	0	0	0	3	4	7	9	4	11	16	28	8	17	11	30	7	29	1	18	2	32	5	29	4	36	2	38	2	45	3	38
AT3G45443	1	0	3	1	1	0	2	3	4	0	3	0	3	3	4	2	5	0	7	2	4	1	3	3	1	1	3	6	1	4	3	6	3	6
AT3G45590	4	2	3	1	1	1	8	4	7	8	8	8	16	6	18	3	7	6	9	6	3	12	1	8	4	11	5	15	2	17	3	16	5	15
AT3G45600	63	21	85	17	80	21	478	93	604	83	608	113	491	72	418	53	393	56	368	53	207	158	257	192	288	192	212	154	206	127	207	147	211	153
AT3G45610	61	41	65	46	67	42	117	84	146	121	131	85	28	7	18	10	17	12	24	13	47	119	59	175	65	175	39	66	26	38	34	45	23	53
AT3G45620	16	4	14	4	24	6	58	11	78	24	76	24	78	17	61	9	56	11	62	10	22	37	27	44	24	43	27	83	24	68	23	59	29	76
AT3G45630	1	0	0	1	0	0	1	2	4	1	3	1	6	0	5	0	8	0	11	2	1	0	0	6	2	2	1	12	5	4	4	7	4	10
AT3G45740	1	0	0	0	3	1	1	1	4	2	2	1	6	2	4	3	5	1	4	3	1	0	1	3	0	3	4	5	2	1	3	9	1	5
AT3G45750	1	2	0	1	4	1	8	2	12	9	13	11	28	12	13	2	15	2	21	6	5	12	5	18	7	6	8	26	9	29	9	16	11	14
AT3G45780	3	0	2	0	2	0	3	0	6	1	8	2	9	1	5	3	4	4	7	1	0	1	0	2	1	0	4	5	0	4	3	8	1	8
AT3G45830	0	3	2	2	1	1	5	1	8	4	10	9	37	11	29	13	26	15	25	5	2	20	5	12	5	25	6	48	13	56	12	67	11	68
AT3G45850	3	0	7	1	4	1	13	5	15	7	21	8	40	8	27	8	18	4	18	6	7	10	6	15	7	10	10	32	7	32	12	21	19	20
AT3G45870	0	2	1	0	0	0	38	1	31	3	45	3	243	9	171	2	175	2	161	3	0	34	2	38	6	49	1	207	2	158	3	183	8	175
AT3G45900	1	2	3	3	4	3	17	8	19	9	22	12	27	14	36	9	27	10	27	9	4	12	3	20	12	18	10	37	15	46	8	41	5	35
AT3G45980	13	0	8	5	3	7	24	16	23	11	30	25	66	18	63	26	56	15	56	14	10	30	8	34	13	35	18	120	23	106	19	103	36	119
AT3G46000	0	3	6	3	4	3	15	8	20	20	14	12	26	20	14	9	15	12	16	8	3	23	3	25	7	24	7	19	4	25	9	25	9	29
AT3G46010	9	12	12	6	11	6	35	33	37	33	48	37	58	43	56	33	65	30	43	31	10	74	13	85	23	109	14	178	16	156	19	154	12	140
AT3G46020	1	0	2	2	0	0	5	4	10	8	7	6	9	3	6	5	10	2	15	1	1	8	5	12	2	13	3	17	7	16	7	15	5	10
AT3G46030	6	2	11	2	6	4	9	3	17	5	16	5	25	5	12	3	11	2	8	4	0	6	7	7	4	8	7	11	10	18	11	13	13	14
AT3G46040	48	23	51	12	38	19	238	195	285	256	313	220	309	167	230	115	217	123	225	133	66	194	104	256	85	263	139	352	141	352	136	337	148	356
AT3G46060	13	11	15	7	20	5	70	46	90	41	84	33	120	27	117	34	121	25	93	27	30	63	38	80	40	70	40	164	40	142	34	125	31	120
AT3G46080	0	1	0	1	0	0	7	2	3	3	9	0	18	2	23	4	27	6	14	3	3	2	2	5	0	5	7	63	2	34	4	42	3	36
AT3G46100	1	0	3	2	2	0	33	12	49	3	36	13	61	7	45	7	46	4	34	12	10	11	15	21	14	23	16	43	22	41	14	33	22	39
AT3G46200	1	0	0	0	0	1	0	1	0	0	2	0	0	1	1	0	5	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	2
AT3G46210	0	1	0	0	0	0	4	0	8	4	7	5	15	4	8	2	12	2	8	1	1	3	1	2	1	4	5	5	2	3	3	3	3	3
AT3G46240	27	16	19	14	16	8	87	56	88	78	112	49	20	8	16	8	17	6	11	6	33	102	40	148	57	143	13	41	7	37	6	32	10	26
AT3G46290	4	1	0	0	2	1	9	1	4	2	3	0	7	5	4	2	8	2	10	4	2	5	2	5	1	6	3	4	3	9	2	9	2	6
AT3G46430	3	0	4	1	2	1	5	3	5	1	4	2	8	0	11	5	14	1	7	1	3	6	3	4	0	3	5	7	4	9	4	12	2	8
AT3G46440	97	65	94	66	98	59	444	333	531	410	575	392	536	237	376	173	392	155	401	151	189	739	261	884	255	926	167	746	149	628	144	651	130	683
AT3G46450	13	18	12	9	14	13	106	36	121	42	128	45	298	64	247	39	223	44	248	39	39	77	46	113	58	117	46	224	51	206	44	216	46	226
AT3G46460	5	2	6	1	1	4	8	1	14	8	12	7	57	13	56	19	39	10	39	8	9	7	8	14	7	14	19	68	31	85	18	90	23	87
AT3G46510	72	62	74	54	80	50	268	150	305	161	294	152	789	240	607	166	602	195	611	171	102	246	138	330	137	311	291	685	244	620	253	620	278	606
AT3G46530	1	0	1	0	1	0	18	0	21	0	14	0	34	2	37	1	31	0	28	0	7	6	7	3	4	1	26	31	16	12	20	31	20	33
AT3G46560	1	1	1	0	1	0	5	0	12	0	4	0	17	1	12	1	16	0	7	1	1	0	4	2	2	0	7	4	8	4	6	8	10	4
AT3G46580	1	0	1	0	0	0	2	8	8	11	1	7	7	14	11	17	3	8	12	9	2	22	2	27	1	29	5	26	2	30	0	24	8	19
AT3G46590	24	5	6	3	13	3	76	8	87	16	91	26	161	43	144	25	130	22	136	18	29	37	34	52	46	58	40	133	46	140	36	143	54	140
AT3G46610	2	0	1	0	0	2	6	2	7	4	8	3	14	3	8	3	9	6	4	1	2	1	6	4	1	0	4	14	5	18	8	16	6	12
AT3G46614	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G46620	28	11	32	8	30	14	1171	297	1472	387	1458	349	1824	401	1297	278	1313	273	1256	242	326	519	466	713	454	684	586	2341	538	2245	574	2237	583	2370
AT3G46630	1	1	0	0	0	1	0	0	2	1	2	1	3	1	3	0	3	0	1	0	1	0	0	1	0	1	3	1	0	2	0	5	2	2
AT3G46640	11	7	16	3	15	2	65	25	81	40	95	38	89	36	84	24	81	32	79	21	39	87	44	104	54	85	53	201	58	202	51	161	49	219
AT3G46650	1	0	0	1	0	0	0	0	0	0	0	0	2	1	3	1	4	2	2	4	0	0	1	1	2	0	1	2	0	1	1	0	0	2
AT3G46658	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2
AT3G46660	2	0	2	1	2	0	1	0	2	0	0	0	4	1	3	1	10	0	7	0	0	0	3	2	3	0	2	3	0	4	2	1	1	2
AT3G46668	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	4	0	0	2	3	0	3
AT3G46680	9	8	10	1	7	5	6	6	4	5	5	2	0	3	1	0	1	0	0	3	1	4	1	5	0	8	1	2	2	3	2	3	5	4
AT3G46700	1	6	2	9	3	5	0	23	0	37	1	25	1	11	0	14	0	9	1	5	1	29	1	27	0	37	0	32	1	19	0	27	0	30
AT3G46730	0	2	0	0	2	0	7	3	10	2	4	2	33	6	24	7	22	9	14	8	1	1	1	3	5	5	5	9	9	7	5	9	3	8
AT3G46740	133	45	127	43	139	30	377	106	509	150	498	157	447	179	363	154	387	142	364	140	201	217	244	293	262	291	304	461	269	441	282	444	287	537
AT3G46780	1	0	1	0	3	0	1	7	5	5	4	5	13	16	8	10	8	15	7	12	0	5	3	7	0	7	2	23	11	35	3	28	7	27
AT3G46790	9	5	10	7	11	3	25	10	31	12	34	14	43	13	41	6	31	14	28	12	13	16	17	31	28	26	16	40	20	41	23	52	20	52
AT3G46810	91	34	96	44	64	50	68	25	99	22	78	21	7	4	9	10	11	6	7	9	14	23	27	28	12	52	14	20	7	22	9	13	7	17
AT3G46820	4	2	2	2	6	2	16	5	18	6	16	5	62	8	50	1	42	5	48	2	3	5	11	7	7	5	8	32	7	28	9	30	11	27
AT3G46870	4	0	3	0	1	0	6	0	6	1	14	1	9	0	2	1	8	1	1	1	4	2	3	4	4	4	9	4	6	4	15	5	7	2
AT3G46890	12	3	5	2	6	3	15	3	18	4	24	8	13	7	11	3	7	2	8	7	8	19	11	28	10	26	5	7	1	5	0	1	1	5
AT3G46920	85	20	87	12	87	15	214	76	244	106	260	104	329	122	233	92	236	86	200	88	124	156	161	216	149	210	173	314	138	309	154	341	142	297
AT3G46930	2	1	1	0	2	0	3	2	6	1	7	1	11	3	9	3	2	1	6	3	5	2	1	5	1	4	3	24	5	22	6	31	3	21
AT3G46940	23	11	30	14	24	5	205	106	250	115	252	116	55	26	38	23	38	16	41	20	86	140	109	166	90	164	91	174	79	127	85	125	97	129
AT3G46960	8	8	10	2	9	9	49	25	50	23	78	21	75	46	66	36	77	42	76	27	28	48	25	81	22	69	35	130	41	110	41	130	35	150
AT3G46970	72	18	57	16	69	13	255	77	303	94	313	67	160	57	115	32	140	36	136	42	130	141	124	189	159	153	76	189	75	176	84	141	78	170
AT3G46980	53	17	58	10	44	7	81	16	123	22	105	28	238	63	169	37	177	36	140	38	36	52	55	72	61	83	63	119	60	120	46	115	50	122
AT3G47000	1	0	0	0	0	0	0	0	0	0	2	0	6	0	3	1	3	0	1	2	3	1	3	2	1	2	0	6	0	1	5	5	0	2
AT3G47060	4	4	11	8	7	5	34	22	39	16	35	22	69	17	54	15	52	19	58	17	11	19	23	35	12	39	11	96	8	70	12	56	10	58
AT3G47070	1	0	1	2	0	1	3	2	10	6	4	4	8	0	9	5	4	3	8	1	0	5	7	5	2	4	5	8	2	4	2	2	1	4
AT3G47080	7	1	6	2	5	0	73	12	92	15	85	8	176	29	144	18	147	27	131	21	33	14	42	23	42	13	49	76	48	77	58	93	53	96
AT3G47110	1	1	0	0	0	1	3	1	9	0	4	1	12	6	12	2	9	2	6	3	4	3	4	8	4	10	6	3	2	3	6	5	1	6
AT3G47120	47	7	60	1	51	18	490	153	686	176	647	174	714	196	538	158	526	159	526	138	293	340	339	466	362	497	265	661	262	528	248	623	234	636
AT3G47190	11	4	10	3	6	11	79	35	109	36	95	47	137	59	108	54	125	57	112	53	36	63	47	86	48	83	84	148	90	159	94	149	99	153
AT3G47360	1	0	0	0	0	0	6	0	4	0	2	0	7	0	5	0	13	0	6	0	0	0	0	0	0	0	3	0	2	0	1	0	0	1
AT3G47370	18	9	25	17	17	18	128	56	155	62	161	58	160	72	115	61	104	55	111	50	72	114	89	135	64	133	95	209	65	187	63	209	85	189
AT3G47390	0	1	0	0	3	0	6	1	6	6	9	2	14	6	16	9	11	7	21	2	1	4	1	3	1	7	4	7	6	10	9	8	7	5
AT3G47420	2	2	4	2	2	0	7	5	8	12	9	5	16	5	16	0	14	2	14	1	3	9	4	25	5	10	9	28	6	27	8	20	8	20
AT3G47460	10	3	15	3	22	5	40	10	53	36	56	37	58	34	47	22	48	21	37	16	18	20	25	36	30	35	45	66	36	80	36	67	38	87
AT3G47470	46	18	56	15	43	18	263	101	381	122	334	103	337	139	249	86	246	107	253	100	68	104	119	143	112	137	123	180	99	167	110	150	106	200
AT3G47500	5	1	3	0	5	3	15	6	13	11	14	8	38	16	23	18	27	13	23	21	4	15	18	21	7	16	3	31	3	18	7	18	3	26
AT3G47520	19	4	16	6	11	5	26	11	31	8	28	7	64	12	52	13	60	15	44	16	14	8	14	24	16	17	28	62	31	40	31	50	29	38
AT3G47590	1	1	0	2	1	1	30	4	33	8	36	8	46	4	52	0	32	2	41	0	4	23	9	30	9	40	6	39	7	48	5	45	7	41
AT3G47640	9	0	3	0	3	1	41	19	63	22	56	26	115	37	80	31	84	30	65	37	17	57	26	60	30	66	40	186	32	216	40	207	42	195
AT3G47690	1	1	2	0	2	0	6	3	6	8	8	8	6	11	8	3	7	4	10	2	0	8	3	10	3	18	7	17	9	16	9	20	6	20
AT3G47700	1	2	1	1	3	1	4	3	6	2	6	3	16	1	14	2	9	2	10	6	1	10	0	7	1	3	6	19	1	8	0	6	3	8
AT3G47730	2	0	1	0	1	0	2	1	8	0	5	1	3	1	9	2	5	1	4	2	0	1	1	2	0	3	0	6	5	4	4	6	5	4
AT3G47780	1	0	1	0	1	0	1	1	0	1	3	2	4	0	1	3	5	2	5	0	1	4	0	2	1	3	0	10	0	6	4	11	3	11
AT3G47800	1	0	0	0	0	0	7	2	5	1	4	0	3	1	1	1	2	1	1	2	1	0	0	0	0	4	5	0	6	3	5	0	1	8
AT3G47810	10	24	18	10	17	15	86	98	122	135	98	123	169	129	138	93	111	106	122	95	29	206	58	278	44	316	67	366	60	335	49	323	71	317
AT3G47840	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G47910	9	1	4	4	5	3	32	10	48	10	44	11	118	46	77	37	80	40	81	27	18	34	17	31	16	37	29	93	29	108	37	112	28	121
AT3G47930	4	2	0	0	1	0	24	10	19	11	18	8	33	12	27	10	32	13	21	10	13	12	15	23	11	19	11	42	12	34	13	36	18	32
AT3G47950	5	4	9	12	5	2	25	5	15	19	23	13	38	6	25	6	28	2	36	6	18	26	18	26	15	29	7	49	7	57	4	50	14	41
AT3G47960	1	5	8	4	9	3	41	18	36	24	51	23	108	47	76	28	88	34	98	33	22	23	16	26	22	36	48	85	49	115	46	99	56	93
AT3G47990	1	0	0	0	0	0	2	1	1	2	1	1	10	5	4	6	5	2	8	2	0	5	2	2	0	5	0	13	4	10	2	11	1	14
AT3G48030	0	1	0	1	2	1	16	5	18	11	17	6	13	6	12	3	6	4	9	2	3	20	8	18	10	17	5	13	3	8	1	2	3	8
AT3G48040	1	0	0	2	0	1	9	8	8	13	11	8	17	9	10	3	15	7	14	3	4	21	7	24	3	17	2	18	7	18	6	21	4	10
AT3G48060	9	4	5	3	8	1	26	13	34	24	37	16	76	22	57	19	47	20	53	18	16	33	25	41	14	36	27	64	31	66	33	63	29	72
AT3G48070	3	0	2	0	1	1	22	6	29	11	27	4	60	13	45	8	47	9	51	6	7	17	9	15	7	14	17	61	17	56	24	54	15	66
AT3G48110	6	2	1	2	4	1	18	8	16	10	12	8	30	21	13	14	17	18	12	8	4	6	2	15	4	14	14	47	14	28	14	36	19	35
AT3G48115	1	0	2	2	3	1	19	5	30	6	23	8	35	11	21	5	30	4	20	8	3	4	3	6	5	10	4	17	7	16	10	13	6	9
AT3G48120	4	3	5	0	4	2	53	43	47	41	55	43	45	34	45	25	43	29	41	33	20	56	16	77	17	74	16	74	12	61	15	63	16	72
AT3G48140	10	4	11	6	21	7	61	21	69	25	69	27	35	12	38	13	39	5	31	8	20	25	30	45	34	47	26	57	35	58	27	60	15	58
AT3G48160	4	0	1	0	1	0	0	1	2	0	1	0	0	0	2	0	0	0	3	1	0	1	1	0	1	0	0	4	0	1	1	4	1	3
AT3G48190	2	2	1	2	2	3	13	1	17	6	11	6	43	9	32	9	29	8	32	12	8	10	5	12	6	18	18	33	15	31	18	33	18	31
AT3G48195	3	3	7	2	4	0	7	3	8	4	12	5	18	3	18	6	15	4	13	4	4	6	5	9	7	11	1	26	3	17	9	22	6	18
AT3G48200	4	0	3	1	2	3	5	9	9	7	13	5	29	15	17	19	19	9	18	15	3	8	3	9	5	6	10	23	7	26	11	25	3	26
AT3G48210	3	2	2	0	5	0	12	1	9	7	12	5	6	2	3	0	6	2	3	3	6	7	2	6	2	5	9	13	8	11	5	11	6	9
AT3G48280	84	62	68	61	74	51	96	93	103	110	102	122	91	59	79	60	62	67	60	56	51	205	57	268	53	289	47	245	46	182	32	211	40	182
AT3G48300	69	25	56	39	76	27	152	72	191	61	182	70	169	82	130	69	145	63	130	72	89	152	116	186	115	203	88	167	84	111	70	108	88	134
AT3G48330	11	4	13	4	4	2	94	42	103	72	116	66	146	74	128	51	122	62	126	49	37	125	43	168	53	180	53	185	69	160	46	150	60	149
AT3G48380	9	6	4	11	6	5	41	23	46	27	71	30	34	28	62	28	51	23	36	28	23	42	23	58	19	54	17	65	19	60	30	47	22	67
AT3G48410	22	8	9	11	10	9	124	61	143	51	133	61	185	55	114	56	145	46	138	58	86	74	107	93	111	107	115	155	112	127	97	161	106	163
AT3G48430	2	0	1	0	1	0	0	0	0	0	0	0	1	1	2	0	0	3	1	0	0	0	0	0	0	0	2	1	3	0	0	0	1	2
AT3G48440	1	1	6	2	3	7	9	16	5	13	14	19	46	37	43	29	28	43	33	36	4	31	6	33	5	33	22	96	14	106	17	100	23	99
AT3G48450	1	1	2	2	4	1	1	0	1	0	1	0	23	10	17	5	15	12	18	16	3	1	1	4	3	1	0	3	0	0	0	4	1	0
AT3G48470	2	0	4	0	1	1	13	1	11	1	6	3	14	3	7	2	12	5	11	1	3	2	7	6	6	6	5	15	14	8	13	11	8	16
AT3G48500	6	4	3	5	1	1	28	24	30	15	26	19	36	15	32	6	36	13	31	17	9	16	10	13	10	24	41	64	47	68	42	58	37	59
AT3G48530	2	2	2	0	4	2	16	11	11	9	11	4	16	4	12	7	10	2	15	4	5	10	6	9	11	14	8	24	5	10	3	18	8	20
AT3G48540	0	1	0	2	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	2	0	0	2	1	0	1	1	0	0	0
AT3G48560	266	109	242	138	238	125	773	513	881	631	932	651	998	636	727	474	718	499	677	459	329	880	509	1110	477	1163	631	1405	559	1189	556	1179	542	1217
AT3G48660	1	1	1	3	1	1	9	14	7	19	4	11	11	22	8	17	6	9	5	12	0	29	7	54	7	49	15	32	3	32	6	29	4	35
AT3G48680	1	1	2	0	0	1	8	0	3	0	10	2	29	2	18	1	22	3	19	6	4	3	2	2	3	3	7	12	9	15	12	16	11	14
AT3G48690	2	0	4	0	3	0	56	7	69	6	57	12	99	17	69	11	58	17	72	10	2	19	9	32	8	23	21	60	16	58	22	53	20	49
AT3G48710	1	0	1	1	0	1	1	1	2	1	3	1	2	0	1	1	4	2	3	3	2	7	2	1	2	3	0	7	1	6	2	8	3	3
AT3G48740	28	16	42	15	47	18	96	77	126	75	136	78	111	57	90	48	75	54	84	44	89	209	113	251	134	232	74	183	45	151	56	143	48	152
AT3G48750	5	0	2	2	5	1	13	3	9	5	12	7	19	10	12	11	14	7	16	10	9	10	8	14	6	13	6	21	13	18	4	28	15	25
AT3G48760	13	5	18	2	6	4	21	11	25	21	31	10	38	12	45	5	34	5	32	7	14	26	8	18	14	31	14	40	17	55	8	37	12	40
AT3G48780	0	1	3	3	7	1	18	5	12	2	18	5	20	4	22	1	17	6	22	4	10	12	9	6	9	15	4	22	9	22	9	25	5	20
AT3G48790	0	2	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G48810	2	0	0	1	0	0	2	0	1	1	3	1	5	1	4	2	2	1	4	1	3	3	1	3	2	7	2	6	1	3	0	8	4	5
AT3G48830	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
